Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,64625,64729,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,267095,267095,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),409678,409678,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,583994,583994,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,61601,63105,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),86559,88624,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,65416,70330,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,66692,68418,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,177456,177456,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),226538,226538,Round 2
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,295341,299908,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,66831,66831,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,87550,87550,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,88897,89586,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,379389,390588,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,83756,85223,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),132965,142643,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,92137,94433,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,90086,91194,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),155187,155187,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,211727,212356,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),270014,270014,Round 2
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,400593,400593,Round 2
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,84049,93910,Round 2
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),143773,143773,Round 2
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,100329,100329,Round 2
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,93928,98487,Round 2
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),144044,144044,Round 2
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,100293,100293,Round 2
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),163128,163128,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),157975,157975,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,98300,98300,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,100763,101999,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),163592,163592,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,226279,226282,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),285901,285901,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,320262,324133,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,94698,96171,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),163580,163580,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,99152,99152,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),168459,168459,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,103152,104846,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),165191,165191,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,227694,227826,Round 2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,374407,374407,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,59319,59319,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),93091,93091,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,59393,61802,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,159671,159671,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,243948,243948,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,725302,725302,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,52458,55951,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),70628,70628,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,59363,59363,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),93744,93744,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,62136,63658,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,165846,167351,Round 2
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,246116,246116,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,72112,72112,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),117982,134403,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,81721,81721,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,81377,82946,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),141432,141432,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,206430,212526,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,396940,396940,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,74550,77852,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),136436,136436,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,84971,86926,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,83240,85018,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),146944,146944,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,212967,220509,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),275449,275449,Round 2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),553460,553460,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,63079,63079,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),103766,104521,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,71123,71123,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),114310,114310,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,70148,72140,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),114042,114042,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,185424,185424,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,339280,339280,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,68707,69377,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),107520,107520,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,73043,73043,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),129752,129752,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,72459,74576,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,187036,191980,Round 2
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,344607,344607,Round 2
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,57934,57934,Round 2
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),95436,95436,Round 2
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,69895,69895,Round 2
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,59608,63148,Round 2
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),102554,102554,Round 2
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,64177,64177,Round 2
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),114535,114535,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Gender-Neutral,82295,83735,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OPEN,Female-only (including Supernumerary),134919,134919,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,88819,88819,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,87602,91633,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),157164,157164,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,214556,214556,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,371854,371854,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),571363,571363,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,84948,87172,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),144374,144374,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,89856,90468,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,91682,93343,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,220659,222496,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),292064,292064,Round 2
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),571829,571829,Round 2
"National Institute of Technology, Rourkela","Architecture (5 Years, Bachelor of Architecture)",All India,EWS,Gender-Neutral,5475,5475,Round 2
"National Institute of Technology, Rourkela","Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Gender-Neutral,6579,6579,Round 2
"National Institute of Technology, Rourkela","Artificial Intelligence (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,8268,8268,Round 2
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,49543,49543,Round 2
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,155018,155018,Round 2
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),96203,96203,Round 2
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,83423,84108,Round 2
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,37193,37549,Round 2
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,43338,43338,Round 2
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,74842,74842,Round 2
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,37970,37970,Round 2
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Gender-Neutral,60121,60121,Round 2
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,SC,Gender-Neutral,188995,188995,Round 2
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,21305,21305,Round 2
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,26849,29467,Round 2
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,27629,27629,Round 2
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,96854,96854,Round 2
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,OPEN,Gender-Neutral,78603,81601,Round 2
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,OPEN,Female-only (including Supernumerary),147564,147564,Round 2
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Home State,EWS,Gender-Neutral,109122,109122,Round 2
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other State,EWS,Gender-Neutral,57308,57308,Round 2
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,60426,60426,Round 2
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),48122,48122,Round 2
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,13005,13686,Round 2
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,15620,15620,Round 2
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,19128,19128,Round 2
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,69762,71763,Round 2
"National Institute of Technology, Rourkela","Electrical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,272911,279889,Round 2
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,59582,59582,Round 2
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,249529,303269,Round 2
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,71434,74493,Round 2
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,87940,87940,Round 2
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,95674,95674,Round 2
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,44158,44523,Round 2
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),80838,80838,Round 2
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,49103,49103,Round 2
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,33511,33511,Round 2
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,29294,29294,Round 2
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,OPEN,Gender-Neutral,102645,102645,Round 2
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,EWS,Gender-Neutral,272647,272647,Round 2
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,SC,Gender-Neutral,374616,374616,Round 2
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Home State,ST,Gender-Neutral,963082,963082,Round 2
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,OPEN,Gender-Neutral,64768,73640,Round 2
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,76132,80374,Round 2
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Female-only (including Supernumerary),128672,128672,Round 2
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other State,ST,Gender-Neutral,335256,335256,Round 2
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Home State,EWS,Gender-Neutral,109005,109005,Round 2
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other State,OPEN,Gender-Neutral,30697,32967,Round 2
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,55452,55452,Round 2
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,201384,201384,Round 2
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,17682,18224,Round 2
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),42004,42004,Round 2
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),48431,48431,Round 2
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,295378,295378,Round 2
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,31857,32558,Round 2
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,698448,698448,Round 2
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),68463,68463,Round 2
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),71947,71947,Round 2
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),182111,182111,Round 2
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,36315,36315,Round 2
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),69849,69849,Round 2
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),77643,77643,Round 2
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Female-only (including Supernumerary),78177,78177,Round 2
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,OPEN,Gender-Neutral,68454,68454,Round 2
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,SC,Gender-Neutral,307632,317597,Round 2
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,OPEN,Gender-Neutral,34956,34956,Round 2
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,EWS,Gender-Neutral,54719,54719,Round 2
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,58813,59232,Round 2
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,SC,Gender-Neutral,183701,183701,Round 2
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,ST,Gender-Neutral,270309,270309,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,92080,93618,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),143038,143038,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,118994,119609,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,160606,160606,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,247281,247281,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,54855,56609,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),83458,83458,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,59752,59752,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),93072,93072,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,60170,62562,Round 2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),102486,109358,Round 2
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,16032,16053,Round 2
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,21677,22383,Round 2
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),40637,40637,Round 2
